 vmax sigma "RR Distance (Mpc)" sigma "pixel length of inclined bar" sigma "pixel/arcmin ratio" "orientation angle of major axis (degrees)" sigma "orientation angle of bar (degrees)" sigma a sigma b sigma eccentricity "length of bar (Kpc)" sigma "\tilde{w}_0 (Radians per year)" "Predicted length of bar (Kpc)" sigma
"NGC 1365" 50 5 18.3689268723 2.0584003348 85.5 17.1 58.8 58.39 1.1678 0.67 0.0134 641.1 32.055 418 20.9 0.7582152101 10.8958091011 6.0151275538 2.65258238486492E-005 11.780972451 1.1780972451
"NGC 925" 120 12 11.9369937626 1.4839106925 59.8 11.96 35.3 85.5 1.71 14.04 0.2808 165.5 8.275 129.2 6.46 0.6249501582 7.3847309381 4.1672917432 0.000063662 4.9087385212 0.4908738521
"NGC 4536" 125 12.5 17.7175464867 2.3120769883 69.55 13.91 59.4 43.18 0.8636 49.67 0.9934 378.5 18.925 234 11.7 0.785997358 6.096476293 3.4780181064 6.63145596216231E-005 4.7123889804 0.471238898
"NGC 3319" 130 13 12.3819094698 1.442428629 64.35 12.87 59.4 42.98 0.8596 50.99 1.0198 261.1 13.055 179.6 8.98 0.7258442784 3.943853392 2.1947340835 6.8967142006488E-005 4.5311432504 0.453114325
"NGC 4535" 140 14 17.9880044256 2.1904747325 23.7 4.74 59.4 80.42 1.6084 18.43 0.3686 324.5 16.225 234.6 11.73 0.6908915656 2.7315087206 1.5344911087 7.42723067762178E-005 4.2074901611 0.4207490161
"NGC 4548" 157 15.7 12.5093841617 2.90312123 63.8 12.76 59.4 64.54 1.2908 23.55 0.471 279.1 13.955 200.8 10.04 0.6945386515 4.6260305692 3.1090416769 8.32910868847586E-005 3.7519020544 0.3751902054
