      0.66      7.10        -1
      2.64     21.87        -1
      4.62     52.94        -1
      6.60     71.96        -1
      7.26     72.52         1
      8.58     80.96        -1
      9.24     79.98         1
     10.56     94.71        -1
     11.22     83.52         1
     12.54    104.57        -1
     13.20    107.50         1
     14.52    115.61        -1
     15.18    113.87         1
     16.50    121.26        -1
     17.16    136.24         1
     18.48    129.01        -1
     19.14    136.73         1
     21.12    134.59         1
     23.10    137.90         1
     25.08    144.11         1
     32.34    143.18        -1
     34.32    117.87        -1
     42.24    138.39        -1
     44.22    151.39        -1
     46.20    153.76        -1
     48.18    152.75        -1
     52.14    168.33        -1
