      0.84     11.83         1
      1.14     32.07        -1
      2.82     49.36         1
      3.12     43.70        -1
      4.80     77.02         1
      5.10     78.80        -1
      6.78     78.72         1
      7.08     99.65        -1
      8.76     96.78         1
      9.06    111.03        -1
     10.74    112.82         1
     11.04    110.79        -1
     12.72    117.46         1
     13.02    122.30        -1
     14.70    133.94         1
     15.00    104.94        -1
     16.68    135.63         1
     18.66    139.59         1
     20.64    139.07         1
     22.62    148.76         1
     24.60    146.54         1
     28.56    139.39         1
     30.54    151.34         1
