      2.94      3.10         1
      3.00      1.02        -1
      4.92     13.83         1
      4.98      2.57        -1
     12.90     31.11        -1
     16.80     76.27         1
     18.78     95.37         1
     20.76    124.49         1
     22.74    109.43         1
     24.72    115.99         1
     26.70    132.24         1
     26.76    123.70        -1
     28.68    129.09         1
     28.74    129.23        -1
     30.72    126.13        -1
     32.70    123.70        -1
     40.62    116.21        -1
     42.60    128.92        -1
     44.58    120.38        -1
