      2.16     37.35         1
     10.80    197.85        -1
     11.88    192.66         1
     14.04    227.27        -1
     15.12    206.83         1
     17.28    230.53        -1
     18.36    226.79         1
     21.60    240.24         1
     23.76    208.96        -1
     24.84    241.28         1
     27.00    215.76        -1
     28.08    246.19         1
     30.24    220.77        -1
     31.32    227.45         1
     33.48    228.36        -1
     34.56    214.19         1
     36.72    243.54        -1
     37.80    242.96         1
     39.96    238.23        -1
     41.04    223.70         1
     43.20    247.86        -1
     44.28    225.96         1
     47.52    234.64         1
     56.16    237.98        -1
     57.24    211.58         1
     60.48    240.12         1
     63.72    244.84         1
     65.88    213.47        -1
     69.12    198.11        -1
     72.36    232.79        -1
