      0.66     21.24        -1
      1.32     34.68         1
      2.64     27.57        -1
      3.30     42.36         1
      4.62     36.02        -1
      5.28     63.93         1
      6.60     46.90        -1
      7.26     70.83         1
      8.58     73.12        -1
      9.24     77.73         1
     10.56     81.18        -1
     11.22     88.00         1
     12.54     91.84        -1
     13.20     83.28         1
     14.52     96.00        -1
     15.18     94.33         1
     16.50    104.27        -1
     17.16     99.61         1
     18.48     95.22        -1
     20.46     95.15        -1
     22.44    108.38        -1
     24.42     96.83        -1
     25.08    115.06         1
     27.06    123.02         1
     40.26    115.59        -1
