      0.68      1.94         1
      1.30     30.26        -1
      2.66     36.52         1
      3.28     51.96        -1
      4.64     60.98         1
      5.26     80.79        -1
      6.62     83.16         1
      7.24     86.37        -1
      8.60     88.74         1
      9.22     87.41        -1
     10.58    103.14         1
     11.20     96.31        -1
     32.98     96.23        -1
     34.96     94.88        -1
     36.94    108.43        -1
     38.92    120.34        -1
     40.90    104.54        -1
     42.88    122.66        -1
     44.24    131.06         1
     44.86    136.02        -1
     46.84    141.28        -1
     48.82    119.50        -1
     50.80    118.78        -1
     52.78    120.34        -1
