      0.00     34.37         1
      1.98     22.47        -1
      1.98     68.38         1
      3.96     59.40        -1
      3.96     86.62         1
      5.94     81.61        -1
      5.94     72.77         1
      7.92     93.65        -1
      7.92    132.47         1
      9.90    105.26        -1
      9.90    108.83         1
     11.88    115.44        -1
     11.88    112.80         1
     13.86    112.61         1
     13.86    118.88        -1
     15.84    112.11        -1
     15.84    105.73         1
     17.82    120.67         1
     21.78    170.23        -1
     23.76    175.91        -1
