      0.66      6.00         1
      1.32     13.95        -1
      2.64     33.97         1
      3.30     36.98        -1
      4.62     55.44         1
      5.28     45.71        -1
      6.60     38.12         1
      7.26     55.28        -1
      8.58     66.02         1
      9.24     54.66        -1
     10.56     56.12         1
     11.22     70.54        -1
     13.20     78.27        -1
     14.52     97.09         1
     16.50     81.25         1
     18.48     78.25         1
     23.10    119.32        -1
     29.04    100.45        -1
