      0.62      6.08         1
      1.36     98.14        -1
      2.60     97.71         1
      3.34    129.37        -1
      4.58    113.34         1
      5.32    150.91        -1
      6.56    129.37         1
      7.30    141.21        -1
      8.54    148.04         1
      9.28    147.19        -1
     10.52    168.93         1
     11.26    153.49        -1
     12.50    187.39         1
     13.24    167.68        -1
     14.48    188.51         1
     15.22    184.18        -1
     16.46    190.76         1
     17.20    186.40        -1
     18.44    167.79         1
     19.18    187.07        -1
     20.42    170.16         1
     21.16    182.71        -1
     22.40    176.45         1
     24.38    185.29         1
     26.36    186.11         1
     27.10    185.54        -1
     29.08    192.73        -1
