     17.28     91.62        -1
     20.52    102.85        -1
     23.76    104.55        -1
     24.84    100.51         1
     27.00     91.38        -1
     30.24    105.97        -1
     31.32     98.17         1
     34.56    120.01         1
     37.80    123.56         1
     39.96    123.33        -1
     41.04    129.01         1
     43.20    125.23        -1
     44.28    141.90         1
     46.44    140.50        -1
     47.52    139.03         1
     49.68    137.49        -1
     50.76    134.70         1
     52.92    142.35        -1
