      0.00     16.96         1
      1.98     43.64        -1
      1.98     45.65         1
      3.96     92.55        -1
      3.96     79.91         1
      5.94    140.41        -1
      5.94    149.62         1
      7.92    157.99        -1
      7.92    153.76         1
      9.90    162.53        -1
      9.90    142.34         1
     11.88    148.68        -1
     11.88    155.79         1
     13.86    143.79         1
     13.86    153.29        -1
     15.84    167.75        -1
     15.84    169.06         1
     17.82    172.25        -1
     17.82    162.36         1
     19.80    170.22         1
     21.78    179.65         1
     23.76    180.85         1
     25.74    196.15         1
     31.68    177.11         1
     35.64    170.94        -1
