      8.58    115.91         1
     10.56    134.69         1
     12.54    150.76         1
     13.20    150.18        -1
     14.52    156.14         1
     15.18    156.69        -1
     16.50    156.78         1
     17.16    165.43        -1
     18.48    164.72         1
     19.14    173.81        -1
     20.46    170.14         1
     21.12    195.59        -1
     22.44    172.00         1
     23.10    169.72        -1
     24.42    178.35         1
     25.08    184.22        -1
     26.40    187.06         1
     27.06    179.93        -1
