      1.32      4.23        -1
      2.64     93.93         1
      3.30     56.77        -1
      5.28     99.36        -1
      6.60    139.92         1
      7.26    120.67        -1
      8.58    139.05         1
     10.56    134.17         1
     12.54    150.08         1
     13.20    157.01        -1
     14.52    159.08         1
     15.18    161.04        -1
     16.50    175.24         1
     17.16    179.47        -1
     20.46    167.63         1
     22.44    167.74         1
     24.42    166.72         1
     26.40    172.32         1
     27.06    143.28        -1
     28.38    169.74         1
     29.04    153.18        -1
     33.00    168.73        -1
     34.98    181.03        -1
     36.96    182.71        -1
     38.28    192.54         1
     38.94    191.34        -1
     44.22    179.10         1
     46.20    187.77         1
     48.84    194.26        -1
     50.82    203.98        -1
