      0.32      9.97         1
      1.66     24.71        -1
      2.30     53.09         1
      3.64     31.85        -1
      4.28     77.36         1
      5.62     91.48        -1
      6.26     94.77         1
      7.60     94.35        -1
      8.24     94.95         1
      9.58    112.38        -1
     10.22    113.55         1
     11.56    132.46        -1
     12.20    122.23         1
     13.54    150.33        -1
     14.18    126.79         1
     15.52    137.57        -1
     16.16    132.74         1
     17.50    117.78        -1
     18.14    144.90         1
     19.48    141.25        -1
     20.12    148.23         1
     21.46    136.87        -1
     23.44    146.50        -1
     25.42    155.65        -1
     27.40    142.90        -1
     29.38    142.09        -1
     33.34    178.31        -1
     35.32    166.93        -1
     35.96    185.49         1
     37.30    177.12        -1
     37.94    180.28         1
