     14.04     63.14         1
     15.12    100.97        -1
     17.28     65.54         1
     18.36     97.50        -1
     20.52    108.85         1
     23.76     95.34         1
     24.84    108.87        -1
     27.00    112.11         1
     28.08    110.62        -1
     31.32    106.12        -1
     33.48    117.52         1
     34.56    112.47        -1
     36.72    106.74         1
     37.80    111.35        -1
     39.96    113.22         1
     41.04    125.06        -1
     43.20     93.50         1
     44.28    114.18        -1
     47.52    102.34        -1
     49.68    140.03         1
     50.76    123.36        -1
     52.92     96.84         1
     62.64    141.36         1
