      0.66     11.67        -1
      1.32      0.52         1
      2.64     13.31        -1
      3.30     21.40         1
      4.62     41.34        -1
      5.28     22.79         1
      6.60     34.38        -1
      7.26     38.36         1
      8.58     51.47        -1
      9.24     59.96         1
     10.56     60.57        -1
     11.22     51.21         1
     12.54     58.79        -1
     13.20     53.95         1
     14.52     64.93        -1
     15.18     65.75         1
     16.50     63.12        -1
     17.16     73.10         1
     18.48     73.21        -1
     19.14     71.14         1
     20.46     71.54        -1
     21.12     93.46         1
     22.44     75.42        -1
     23.10     96.06         1
     24.42     77.30        -1
     25.08    103.13         1
     26.40     80.57        -1
     27.06    125.37         1
     28.38     76.37        -1
     29.04     98.50         1
     30.36     81.88        -1
     32.34     84.68        -1
     34.32     85.51        -1
     34.98     85.43         1
     36.30     85.72        -1
     38.28     84.30        -1
     40.26     95.20        -1
     42.24     89.76        -1
     44.22     96.49        -1
     44.88     99.99         1
     46.20    108.63        -1
     46.86    109.95         1
     48.18    108.21        -1
     48.84    114.49         1
     50.82    119.90         1
     52.80    106.39         1
     54.78    104.48         1
     56.76    107.10         1
     58.74    105.32         1
     64.68     99.18         1
     66.66    112.61         1
     67.98    127.19        -1
