      0.66      4.99        -1
      1.32     37.45         1
      3.30    101.78         1
      5.28    109.24         1
      6.60    168.46        -1
      7.26     93.63         1
      9.24    131.87         1
     10.56    104.58        -1
     11.22    135.94         1
     12.54    146.73        -1
     13.20    144.30         1
     14.52    149.77        -1
     15.18    163.97         1
     16.50    152.49        -1
     17.16    160.60         1
     18.48    148.38        -1
     19.14    181.55         1
     20.46    151.67        -1
     21.12    147.42         1
     22.44    158.25        -1
     23.10    145.45         1
     24.42    161.75        -1
     32.34    134.76        -1
     34.98    160.15         1
     50.82    162.95         1
