      0.71      4.13         1
      1.27      5.63        -1
      2.69     10.88         1
      3.25     11.27        -1
      4.67     31.52         1
      5.23     22.22        -1
      6.65     42.21         1
      7.21     32.27        -1
      8.63     44.51         1
      9.19     43.63        -1
     10.61     43.28         1
     11.17     44.74        -1
     12.59     47.62         1
     13.15     55.62        -1
     14.57     55.26         1
     15.13     58.40        -1
     16.55     55.82         1
     17.11     70.57        -1
     18.53     66.96         1
     19.09     44.37        -1
     20.51     81.36         1
     21.07     42.25        -1
     22.49     86.29         1
     23.05     46.42        -1
     24.47     94.75         1
     25.03     27.19        -1
     27.01     52.10        -1
     28.99     59.51        -1
     30.97     58.59        -1
     34.93     66.53        -1
