      0.94     80.28        -1
      1.04     26.97         1
      2.92     49.71        -1
      3.02     36.75         1
      4.90     44.87        -1
      5.00     63.17         1
      6.88     67.93        -1
      8.86     77.38        -1
      8.96     96.32         1
     10.84     56.49        -1
     10.94    106.47         1
     12.82     55.52        -1
     14.80     50.77        -1
     16.78     52.29        -1
     18.76     18.36        -1
     20.84     66.02         1
     22.72     40.81        -1
     24.70     53.08        -1
     26.68     25.40        -1
     26.78     88.72         1
     32.72     82.72         1
