      0.66     28.07        -1
      1.32     41.52         1
      2.64     75.52        -1
      3.30     69.25         1
      4.62    119.69        -1
      5.28    117.42         1
      6.60    153.19        -1
      7.26    146.39         1
      8.58    148.18        -1
      9.24    157.75         1
     10.56    143.60        -1
     11.22    170.34         1
     12.54    128.16        -1
     13.20    183.78         1
     14.52    143.40        -1
     15.18    172.07         1
     16.50    171.13        -1
     17.16    171.57         1
     18.48    171.94        -1
     19.14    173.50         1
     20.46    172.40        -1
     21.12    163.94         1
     22.44    170.44        -1
     23.10    177.35         1
     24.42    165.43        -1
     25.08    171.72         1
     26.40    181.30        -1
     27.06    181.39         1
     29.04    185.44         1
     31.02    193.40         1
     33.00    190.59         1
     44.22    205.45        -1
     46.20    215.39        -1
     48.18    200.83        -1
