      0.00     82.53         1
      1.98     70.74         1
      1.98    114.37        -1
      3.96    133.36        -1
      5.94    147.14        -1
      5.94    183.82         1
      7.92    159.19         1
      7.92    160.02        -1
      9.90    169.00        -1
      9.90    187.82         1
     11.88    176.05        -1
     11.88    175.42         1
     13.86    179.21        -1
     13.86    171.09         1
     15.84    177.25         1
     15.84    179.48        -1
     17.82    183.90        -1
     17.82    183.73         1
     19.80    186.14         1
     19.80    177.32        -1
     21.78    172.92         1
     21.78    217.43        -1
