      2.70     26.72         1
      3.24     41.85        -1
      4.68     34.24         1
      6.66     42.52         1
      8.64     27.24         1
      9.18     39.18        -1
     10.62     59.78         1
     15.12     77.45        -1
     17.10     67.89        -1
     19.08     69.09        -1
     23.04     86.89        -1
     25.02     80.76        -1
     26.46     82.47         1
     27.00     90.50        -1
     28.44     97.31         1
     28.98     88.76        -1
     30.42    113.26         1
     30.96     92.44        -1
     32.40    105.04         1
     32.94     99.77        -1
     34.38    105.16         1
     34.92    104.26        -1
     36.36    108.80         1
     36.90    106.31        -1
     38.34    111.99         1
     40.32    109.65         1
     40.86    104.04        -1
     42.30    113.19         1
     44.28    115.20         1
     44.82    116.50        -1
     46.26    114.75         1
     46.80    110.07        -1
     48.24    112.25         1
     50.22    102.77         1
     52.20    120.07         1
     54.18    111.47         1
     56.16    107.61         1
     58.14    117.21         1
     60.12    123.60         1
     64.08    115.91         1
     66.06    126.17         1
     68.04    128.70         1
     70.02    134.68         1
     72.00    127.84         1
     73.98    107.24         1
     75.96    112.48         1
     81.90    108.05         1
