      0.66      4.27        -1
      1.32     35.36         1
      2.64     36.77        -1
      3.30     73.59         1
      4.62     81.18        -1
      5.28    107.84         1
      6.60     95.07        -1
      7.26    122.61         1
      8.58    137.37        -1
      9.24    130.29         1
     10.56    151.07        -1
     11.22    144.06         1
     12.54    157.43        -1
     13.20    153.06         1
     14.52    169.45        -1
     15.18    162.81         1
     16.50    166.20        -1
     17.16    171.63         1
     18.48    156.11        -1
     19.14    194.73         1
     20.46    152.86        -1
     21.12    170.89         1
     22.44    147.78        -1
     23.10    171.04         1
     24.42    154.88        -1
     25.08    181.42         1
     26.40    156.48        -1
     27.06    224.92         1
     28.38    162.95        -1
     30.36    177.17        -1
     32.34    177.50        -1
