      0.00      0.09         1
      1.98     21.15         1
      1.98     42.46        -1
      3.96     62.22        -1
      3.96     43.51         1
      5.94     62.52         1
      5.94     74.75        -1
      7.92     77.68         1
      7.92     96.83        -1
      9.90     94.92         1
      9.90     98.64        -1
     11.88    105.77        -1
     11.88    113.22         1
     13.86    103.89         1
     13.86    121.08        -1
     15.84    112.44         1
     15.84    111.82        -1
     17.82    125.15         1
     21.78    152.04         1
     23.76    121.40        -1
     23.76    141.01         1
     25.74    139.83         1
     27.72    143.74        -1
     27.72    145.43         1
     29.70    151.35        -1
     31.68    150.99        -1
     33.66    146.94        -1
     35.64    163.95        -1
     39.60    143.99        -1
     41.58    161.12        -1
     43.56    164.53        -1
     45.54    189.57        -1
