      0.66      2.06         1
      1.32     17.68        -1
      2.64     26.72         1
      3.30     46.95        -1
      4.62     47.75         1
      5.28     60.19        -1
      6.60     73.33         1
      7.26     72.53        -1
      8.58     84.11         1
      9.24     95.55        -1
     10.56     97.35         1
     11.22     95.03        -1
     12.54    132.62         1
     13.20    120.65        -1
     14.52    121.77         1
     15.18    113.26        -1
     16.50    125.20         1
     17.16    123.72        -1
     18.48    129.73         1
     19.14    112.08        -1
     20.46    119.48         1
     21.12    119.07        -1
     22.44    128.98         1
     24.42    131.73         1
     26.40    137.04         1
     28.38    124.77         1
     30.36    119.23         1
     32.34    132.62         1
     34.32    122.52         1
     36.30    138.11         1
     42.90    104.91        -1
     44.88    126.03        -1
     48.18    122.77         1
