      1.32     88.06         1
      2.64     75.95        -1
      3.30    113.46         1
      4.62     90.18        -1
      5.28    138.15         1
      6.60    114.18        -1
      7.26    154.54         1
      8.58    141.99        -1
     10.56    147.26        -1
     12.54    151.34        -1
     13.20    152.24         1
     14.52    154.93        -1
     15.18    174.79         1
     16.50    178.62        -1
     17.16    173.16         1
     18.48    183.55        -1
     19.14    170.71         1
     20.46    186.45        -1
     22.44    193.71        -1
     23.10    190.69         1
     25.08    194.62         1
     42.24    170.80        -1
     44.22    175.58        -1
     46.20    177.40        -1
