      0.66     34.11        -1
      2.64     53.65        -1
      3.30     12.81         1
      4.62     75.83        -1
      5.28     37.66         1
      6.60     90.93        -1
      8.58     88.36        -1
      9.24     41.54         1
     13.20    103.18         1
     14.52    150.91        -1
     16.50    160.86        -1
     17.16    106.70         1
     18.48    164.71        -1
     20.46    146.35        -1
     21.12    143.42         1
     22.44    172.93        -1
     23.10    137.17         1
     25.08    123.61         1
     26.40    196.30        -1
     27.06    128.91         1
     29.04    137.25         1
     31.02    142.05         1
     33.00    146.60         1
     34.32    167.92        -1
     36.30    202.55        -1
     36.96    153.90         1
     38.28    208.37        -1
     38.94    161.39         1
     40.26    201.03        -1
     40.92    169.64         1
     42.24    203.65        -1
     42.90    153.40         1
     44.88    147.69         1
     46.86    180.74         1
     48.18    192.81        -1
     48.84    180.13         1
     50.16    198.95        -1
     50.82    195.59         1
     52.14    195.99        -1
     52.80    202.16         1
     54.78    211.62         1
     56.76    202.41         1
     58.74    200.04         1
     60.72    176.00         1
     62.70    181.01         1
     64.02    241.31        -1
