      3.96    224.68        -1
      3.96    268.98         1
      5.94    266.76         1
      5.94    269.77        -1
      7.92    257.57         1
      7.92    270.50        -1
      9.90    256.95         1
      9.90    303.48        -1
     11.88    233.82         1
     11.88    288.93        -1
     13.86    270.62        -1
     13.86    249.65         1
     15.84    286.20         1
     15.84    260.18        -1
     17.82    269.05         1
     17.82    252.96        -1
     19.80    265.76        -1
     21.78    259.33        -1
     23.76    262.55        -1
     25.74    275.59        -1
     27.72    289.32        -1
     29.70    295.57        -1
     31.68    310.46        -1
     33.66    303.52        -1
