      0.66      5.27        -1
      2.64     11.72        -1
      4.62     81.87        -1
      5.28    115.19         1
      6.60    115.37        -1
      7.26    137.42         1
      8.58    141.17        -1
      9.24    145.69         1
     10.56    156.79        -1
     11.22    154.89         1
     12.54    164.40        -1
     13.20    162.87         1
     14.52    155.24        -1
     15.18    164.76         1
     16.50    158.23        -1
     17.16    174.08         1
     18.48    164.56        -1
     20.46    179.44        -1
     22.44    174.14        -1
