15 55 1
30 92 1
45 110 1
60 123 1
75 134 1
90 142 1
105 145 1
120 147 1
135 148 1
150 152 1
165 155 1
180 156 1
210 157 1
240 153 1
270 153 1
300 154 1
330 153 1
360 150 1
390 149 1
420 148 1
450 146 1
480 147 1
510 148 1
540 148 1
570 149 1
600 150 1
630 150 1
660 149 1
