      0.50     36.73         1
      1.48     73.02        -1
      2.48     98.65         1
      3.46     85.58        -1
      4.46    118.46         1
      5.44     70.85        -1
      6.44     78.58         1
      8.42    101.63         1
      9.40     88.00        -1
     10.40    115.62         1
     11.38    115.69        -1
     12.38    123.24         1
     13.36    119.56        -1
     14.36    128.31         1
     15.34    111.76        -1
     16.34    111.62         1
     17.32    109.84        -1
     20.30    109.52         1
     22.28    118.73         1
     24.26    130.47         1
     27.22    103.57        -1
     29.20     91.24        -1
     31.18    122.87        -1
     32.18    136.57         1
     33.16    133.53        -1
     34.16    153.59         1
     35.14    148.65        -1
     36.14    153.97         1
     37.12    154.50        -1
     39.10    166.25        -1
     41.08    174.12        -1
     43.06    152.85        -1
     51.98    163.94         1
     53.96    139.04         1
     56.92    169.93        -1
     58.90    150.11        -1
     60.88    167.38        -1
