      2.64     72.02        -1
     11.22    156.26         1
     12.54    188.77        -1
     13.20    171.87         1
     14.52    174.51        -1
     15.18    186.21         1
     16.50    177.69        -1
     17.16    197.29         1
     18.48    204.35        -1
     19.14    199.33         1
     20.46    205.88        -1
     21.12    214.80         1
     22.44    217.10        -1
     23.10    205.51         1
     24.42    213.19        -1
     25.08    208.25         1
     26.40    210.82        -1
     27.06    213.82         1
     28.38    217.00        -1
     29.04    217.36         1
     30.36    219.33        -1
     31.02    221.89         1
     32.34    225.92        -1
     38.94    219.12         1
     40.26    210.16        -1
     40.92    221.45         1
     42.24    210.71        -1
     42.90    229.53         1
     44.88    227.23         1
     50.82    195.50         1
     54.78    212.61         1
