      1.08      3.80        -1
      4.32      4.72        -1
      7.56      4.93        -1
      8.64      9.74         1
     10.80     16.19        -1
     11.88     13.86         1
     14.04     28.67        -1
     15.12     22.57         1
     17.28     26.96        -1
     18.36     32.72         1
     20.52     36.73        -1
     21.60     44.41         1
     23.76     35.42        -1
     24.84     31.51         1
     27.00     41.70        -1
     30.24     39.89        -1
     33.48     26.85        -1
     34.56     36.84         1
     36.72     26.78        -1
     37.80     59.90         1
     39.96     20.99        -1
     41.04     57.45         1
     43.20     23.12        -1
     44.28     63.99         1
     46.44     29.34        -1
     47.52     56.13         1
     49.68     36.94        -1
     50.76     58.37         1
     52.92     45.90        -1
     56.16     46.03        -1
     59.40     56.59        -1
     62.64     58.61        -1
     65.88     55.06        -1
