      0.02     35.41         1
      2.00     27.03         1
      3.98     24.93         1
      5.92     21.58        -1
      5.96     12.87         1
      7.90     10.61        -1
      7.94     12.46         1
      9.88     22.99        -1
      9.92     13.71         1
     11.86     15.45        -1
     11.90     35.41         1
     13.84     17.74        -1
     13.88      9.36         1
     15.82     16.86        -1
     15.86     26.50         1
     17.80     35.85        -1
     17.84     30.85         1
     19.78     80.75        -1
     21.76    107.44        -1
     21.80     19.84         1
     23.74     91.67        -1
     25.72    105.43        -1
     27.70    103.13        -1
     29.68    106.68        -1
     31.66    115.83        -1
     33.64    109.94        -1
     49.48    105.82        -1
     49.52    129.23         1
     51.50    106.27         1
     53.48    104.38         1
     57.40     88.73        -1
     59.38    100.87        -1
     61.36     87.56        -1
     63.34    109.18        -1
     65.32    102.33        -1
     77.24    128.62         1
     79.22    110.60         1
     81.20    110.32         1
     83.18     92.97         1
     93.04    102.56        -1
     95.02     99.70        -1
    130.66    110.10        -1
    136.60    104.30        -1
    138.58    120.68        -1
    140.56     90.62        -1
