      0.84     12.72        -1
      2.40     24.99         1
      4.08     72.09        -1
      5.64     94.20         1
      7.32    134.95        -1
     10.56    167.50        -1
     12.12    164.85         1
     13.80    176.49        -1
     15.36    177.93         1
     17.04    193.77        -1
     18.60    193.40         1
     20.28    192.29        -1
     21.84    198.14         1
     23.52    199.51        -1
     25.08    191.48         1
     26.76    200.22        -1
     28.32    229.21         1
     30.00    211.27        -1
     33.24    216.45        -1
     36.48    231.03        -1
     39.72    228.80        -1
