      0.18     13.92         1
      1.80      8.45        -1
      2.16     35.30         1
      3.78      9.43        -1
      4.14     43.21         1
      5.76     28.83        -1
      6.12     41.73         1
      7.74     39.71        -1
      8.10     56.66         1
      9.72     43.76        -1
     10.08     52.88         1
     11.70     45.76        -1
     13.68     52.07        -1
     15.66     60.55        -1
     17.64     55.62        -1
     18.00     77.29         1
     19.62     64.18        -1
     21.60     77.41        -1
     23.58     70.13        -1
     25.56     89.01        -1
     27.54     84.56        -1
     27.90     77.69         1
     29.52     80.60        -1
     29.88     85.80         1
     31.50     99.13        -1
     31.86     95.96         1
     33.48     86.51        -1
     33.84     79.10         1
     35.46    105.80        -1
     37.44     98.37        -1
     39.42    113.63        -1
     41.40    109.83        -1
     45.72    111.33         1
     47.70    122.89         1
     49.68    121.60         1
