      0.62      4.38        -1
      1.36     40.28         1
      2.60     36.14        -1
      3.34     61.53         1
      4.58    132.10        -1
      5.32     73.83         1
      6.56    118.66        -1
      7.30     95.92         1
      8.54    113.85        -1
      9.28    134.80         1
     10.52    122.03        -1
     11.26    142.09         1
     12.50    155.62        -1
     13.24    145.71         1
     14.48    144.25        -1
     15.22    153.09         1
     16.46    146.58        -1
     17.20    167.93         1
     18.44    159.91        -1
     19.18    172.31         1
     20.42    148.91        -1
     21.16    176.28         1
     22.40    166.08        -1
     23.14    163.66         1
     24.38    161.27        -1
     25.12    173.74         1
     26.36    172.11        -1
     28.34    178.56        -1
     29.08    176.96         1
     30.32    169.20        -1
     34.28    206.69        -1
     35.02    195.64         1
     48.14    156.26        -1
     48.88    150.11         1
     54.08    182.18        -1
     56.06    177.80        -1
     58.04    156.40        -1
