      0.66     21.91         1
      2.64     50.42         1
      3.30      9.50        -1
      4.62     58.78         1
      5.28     27.36        -1
      6.60     58.64         1
      7.26     54.19        -1
      8.58     59.21         1
      9.24     72.30        -1
     10.56     74.05         1
     11.22     79.98        -1
     12.54     72.61         1
     13.20     84.65        -1
     14.52     75.16         1
     15.18     86.14        -1
     16.50     88.64         1
     17.16     77.88        -1
     18.48     87.12         1
     19.14     80.95        -1
     20.46    103.40         1
     22.44     96.81         1
     24.42     88.56         1
     26.40     91.48         1
     28.38     88.68         1
     30.36     90.62         1
