      0.66    128.73         1
      1.32     95.13        -1
      2.64    136.22         1
      3.30    147.46        -1
      4.62    181.64         1
      5.28    192.28        -1
      6.60    181.01         1
      7.26    163.39        -1
      8.58    186.94         1
      9.24    172.89        -1
     12.54    143.76         1
     13.20    189.97        -1
     14.52    177.58         1
     15.18    189.21        -1
     16.50    193.46         1
     17.16    195.23        -1
     18.48    198.95         1
     19.14    234.23        -1
     20.46    203.01         1
     21.12    226.01        -1
     22.44    193.19         1
     24.42    192.83         1
     26.40    204.12         1
     28.38    202.92         1
     30.36    200.24         1
