      0.69     35.71        -1
      1.29      3.37         1
      2.67     90.55        -1
      3.27     54.59         1
      4.65     92.27        -1
      5.25    103.86         1
      6.63    101.84        -1
      7.23    128.09         1
      8.61    117.53        -1
      9.21    128.68         1
     10.59    124.79        -1
     11.19    131.25         1
     12.57    126.07        -1
     13.17    140.74         1
     14.55    127.98        -1
     15.15    153.17         1
     16.53    123.98        -1
     17.13    166.00         1
     18.51    113.86        -1
     19.11    168.09         1
     20.49    121.27        -1
     21.09    178.13         1
     22.47    120.72        -1
     23.07    182.57         1
     24.45    130.76        -1
     25.05    178.28         1
     26.43    133.11        -1
     27.03    171.76         1
     28.41    137.04        -1
     29.01    169.37         1
     30.39    139.53        -1
     30.99    175.46         1
     32.37    140.51        -1
     32.97    170.99         1
     34.35    154.04        -1
     34.95    178.57         1
     36.33    151.07        -1
     36.93    182.46         1
     38.31    153.23        -1
     38.91    185.32         1
     40.29    162.58        -1
     40.89    196.65         1
     42.27    162.29        -1
     42.87    192.25         1
     44.25    166.32        -1
     44.85    191.99         1
     46.23    173.62        -1
     46.83    184.84         1
     48.21    184.14        -1
     48.81    182.27         1
     50.19    183.77        -1
     52.17    181.06        -1
     54.15    187.62        -1
     56.13    182.68        -1
     58.11    193.67        -1
     60.09    185.17        -1
     62.07    178.79        -1
