      0.98     20.39        -1
      2.96     35.44        -1
      2.98     37.62         1
      4.94     53.78        -1
      4.96     51.67         1
      6.92     72.05        -1
      6.94     61.02         1
      8.90     93.87        -1
      8.92     61.20         1
     10.88    103.64        -1
     10.90     85.51         1
     12.86    118.68        -1
     12.88    125.92         1
     14.84    121.00        -1
     16.82    150.38        -1
     18.80    148.48        -1
     18.82    144.30         1
     20.78    156.00        -1
     22.76    190.50        -1
     22.78    100.56         1
     24.74    122.09        -1
     24.76    111.77         1
     26.72    133.34        -1
     28.72     97.81         1
     30.70    127.40         1
     52.46    191.73        -1
